"Country";"Year";"life.expectancy.total";"self.reported.absence.from.work";"job.quality";"union.density.survey";"union.density.admin";"job.quality.earnings";"job.quality.unemp.risk";"leftvot";"leftseat";"leftmaj";"fed";"rtctmaj"
"Switzerland";1986;"77.1";NA;NA;NA;"23.9";NA;NA;22,9;21,5;42,7;2;0
"Switzerland";1987;"77.5";NA;NA;NA;"23.6";NA;NA;23;21,7;42,2;2;0
"Switzerland";1988;"77.5";NA;NA;NA;"23.1";NA;NA;23,4;22,4;37,1;2;0
"Switzerland";1989;"77.7";NA;NA;NA;"22.8";NA;NA;23,4;22,4;37,1;2;0
"Switzerland";1990;"77.5";NA;NA;NA;"22.5";NA;NA;23,4;22,4;37,1;2;0
"Switzerland";1991;"77.8";NA;NA;NA;"22.5";NA;NA;23,6;22,6;37;2;0
"Switzerland";1992;"78.1";7,7;NA;NA;"22.8";NA;NA;24,6;23,6;35,5;2;0
"Switzerland";1993;"78.4";NA;NA;NA;"23";NA;NA;24,6;23,6;35,5;2;0
"Switzerland";1994;"78.6";NA;NA;NA;"23.1";NA;NA;24,6;23,6;35,5;2;0
"Switzerland";1995;"78.7";NA;NA;NA;"22.7";NA;NA;25;24,2;36,5;2;0
"Switzerland";1996;"79.1";NA;NA;NA;"22.2";NA;NA;26,8;27,2;47,6;2;0
"Switzerland";1997;"79.3";8;NA;NA;"21.8";NA;NA;26,8;27,2;47,6;2;0
"Switzerland";1998;"79.6";NA;NA;NA;"21.5";NA;NA;26,8;27,2;47,6;2;0
"Switzerland";1999;"79.8";NA;NA;NA;"20.9";NA;NA;26,9;27,1;47,5;2;0
"Switzerland";2000;"79.9";NA;NA;NA;"20.2";NA;NA;27,5;26,8;46;2;0
"Switzerland";2001;"80.4";NA;NA;NA;"19.7";NA;NA;27,5;26,8;46;2;0
"Switzerland";2002;"80.6";6,9;NA;NA;"19.9";NA;NA;27,5;26,8;46;2;0
"Switzerland";2003;"80.6";NA;NA;NA;"19.9";NA;NA;28;27,4;46,3;2;0
"Switzerland";2004;"81.2";NA;"27.62613869";NA;"19.5";"27.6261386871338";NA;30,7;30,1;49,2;2;0
"Switzerland";2005;"81.4";NA;NA;NA;"19.3";NA;NA;30,7;30,1;49,2;2;0
"Switzerland";2006;"81.7";NA;"28.01382828";NA;"18.9";"28.0138282775879";NA;30,7;30,1;49,2;2;0
"Switzerland";2007;"82";7,4;NA;NA;"18.5";NA;"3.59569001197815";30,4;30,1;48,6;2;0
"Switzerland";2008;"82.2";NA;"28.48060417";NA;"17.5";"28.4806041717529";"3.36299014091492";29,1;30,1;41,9;2;0
"Switzerland";2009;"82.3";NA;NA;NA;"17.3";NA;"5.02601003646851";29,1;30,1;41,9;2;0
"Switzerland";2010;"82.6";NA;"29.36339188";NA;"17.6";"29.3633918762207";"4.80728244781494";29,1;30,1;41,9;2;0
"Switzerland";2011;"82.8";NA;NA;NA;"17";NA;"4.40674114227295";28,8;30,1;42,2;2;0
"Switzerland";2012;"82.8";8,8;"29.63746071";NA;"16.6";"29.6374607086182";"4.48393964767456";NA;NA;NA;NA;NA
"Switzerland";2013;"82.9";NA;NA;NA;"16.6";NA;"4.74668884277344";NA;NA;NA;NA;NA
"Switzerland";2014;"83.3";NA;"32.39621353";NA;"16.1";"32.3962135314941";"4.82930374145508";NA;NA;NA;NA;NA
"Switzerland";2015;"83";NA;NA;NA;"15.7";NA;"4.80017995834351";NA;NA;NA;NA;NA
"Switzerland";2016;"83.7";NA;NA;NA;"15.3";NA;NA;NA;NA;NA;NA;NA
"Switzerland";2017;"83.6";NA;NA;NA;"14.9";NA;NA;NA;NA;NA;NA;NA
"United States";1960;"69.9";NA;NA;NA;"30.9";NA;NA;0;0;0;2;0
"United States";1961;"70.4";NA;NA;NA;"29.5";NA;NA;0;0;0;2;0
"United States";1962;"70.2";NA;NA;NA;"29.3";NA;NA;0;0;0;2;0
"United States";1963;"70";NA;NA;NA;"28.5";NA;NA;0;0;0;2;0
"United States";1964;"70.3";NA;NA;NA;"28.3";NA;NA;0;0;0;2;0
"United States";1965;"70.3";NA;NA;NA;"28.2";NA;NA;0;0;0;2;0
"United States";1966;"70.3";NA;NA;NA;"28.2";NA;NA;0;0;0;2;0
"United States";1967;"70.7";NA;NA;NA;"27.8";NA;NA;0;0;0;2;0
"United States";1968;"70.4";NA;NA;NA;"27.9";NA;NA;0;0;0;2;0
"United States";1969;"70.6";NA;NA;NA;"27.3";NA;NA;0;0;0;2;0
"United States";1970;"70.9";5,4;NA;NA;"27.4";NA;NA;0;0;0;2;0
"United States";1971;"71.2";5,1;NA;NA;"26.9";NA;NA;0;0;0;2;0
"United States";1972;"71.3";5,3;NA;NA;"26.3";NA;NA;0;0;0;2;0
"United States";1973;"71.5";5,4;NA;"23.5";"25.8";NA;NA;0;0;0;2;0
"United States";1974;"72.1";4,9;NA;"23.2";"25.7";NA;NA;0;0;0;2;0
"United States";1975;"72.7";5,2;NA;"21.6";"25.3";NA;NA;0;0;0;2;0
"United States";1976;"73";5,3;NA;"21.6";"24.4";NA;NA;0;0;0;2;0
"United States";1977;"73.4";5;NA;"23.2";"23.6";NA;NA;0;0;0;2;0
"United States";1978;"73.5";5,2;NA;"22.4";"23.9";NA;NA;0;0;0;2;0
"United States";1979;"73.9";5;NA;"23.4";"22.4";NA;NA;0;0;0;2;0
"United States";1980;"73.7";5;NA;"22.3";"22.1";NA;NA;0;0;0;2;0
"United States";1981;"74.1";4,9;NA;"21";NA;NA;NA;0;0;0;2;0
"United States";1982;"74.5";4,6;NA;NA;NA;NA;NA;0;0;0;2;0
"United States";1983;"74.6";4,2;NA;"19.5";NA;NA;NA;0;0;0;2;0
"United States";1984;"74.7";4,9;NA;"18.2";NA;NA;NA;0;0;0;2;0
"United States";1985;"74.7";5,3;NA;"17.4";NA;NA;NA;0;0;0;2;0
"United States";1986;"74.7";5,5;NA;"17";NA;NA;NA;0;0;0;2;0
"United States";1987;"74.9";5,4;NA;"16.5";NA;NA;NA;0;0;0;2;0
"United States";1988;"74.9";5,3;NA;"16.2";NA;NA;NA;0;0;0;2;0
"United States";1989;"75.1";5,6;NA;"15.9";NA;NA;NA;0;0;0;2;0
"United States";1990;"75.3";5,3;NA;"15.5";NA;NA;NA;0;0;0;2;0
"United States";1991;"75.5";5,6;NA;"15.5";NA;NA;NA;0;0;0;2;0
"United States";1992;"75.7";5,1;NA;"15.2";NA;NA;NA;0;0;0;2;0
"United States";1993;"75.5";5,6;NA;"15.2";NA;NA;NA;0;0;0;2;0
"United States";1994;"75.7";5,2;NA;"14.9";NA;NA;NA;0;0;0;2;0
"United States";1995;"75.7";5,3;NA;"14.3";NA;NA;NA;0;0;0;2;0
"United States";1996;"76.1";4,8;NA;"14";NA;NA;NA;0;0;0;2;0
"United States";1997;"76.5";4,6;NA;"13.6";NA;NA;NA;0;0;0;2;0
"United States";1998;"76.7";4,6;NA;"13.4";NA;NA;NA;0;0;0;2;0
"United States";1999;"76.7";4,6;NA;"13.4";NA;NA;NA;0;0;0;2;0
"United States";2000;"76.7";5;NA;"12.9";NA;NA;NA;0;0;0;2;0
"United States";2001;"76.9";4,6;NA;"12.9";NA;NA;NA;0;0;0;2;0
"United States";2002;"77";4,4;NA;"12.8";NA;NA;NA;0;0;0;2;0
"United States";2003;"77.1";4,1;NA;"12.4";NA;NA;NA;0;0;0;2;0
"United States";2004;"77.6";3,9;"18.3777523";"12";NA;"18.3777523040772";NA;0;0;0;2;0
"United States";2005;"77.6";4,3;"18.42190361";"12";NA;"18.4219036102295";NA;0;0;0;2;0
"United States";2006;"77.8";4,1;"18.54582024";"11.5";NA;"18.5458202362061";NA;0;0;0;2;0
"United States";2007;"78.1";4;"18.30718613";"11.6";NA;"18.307186126709";"4.84373426437378";0;0;0;2;0
"United States";2008;"78.1";4,4;"18.35582352";"11.9";NA;"18.3558235168457";"6.76857995986938";0;0;0;2;0
"United States";2009;"78.5";3,6;"18.16970634";"11.8";NA;"18.1697063446045";"10.6275510787964";0;0;0;2;0
"United States";2010;"78.6";3,8;"18.27009964";"11.4";NA;"18.2700996398926";"10.5659036636352";0;0;0;2;0
"United States";2011;"78.7";3,7;"18.19056892";"11.3";NA;"18.1905689239502";"9.53914833068848";0;0;0;2;0
"United States";2012;"78.8";3,7;"17.93924904";"10.8";NA;"17.9392490386963";"8.63027763366699";NA;NA;NA;NA;NA
"United States";2013;"78.8";3,8;"18.0285511";"10.8";NA;"18.0285511016846";"7.65386819839478";NA;NA;NA;NA;NA
"United States";2014;"78.9";3,7;"18.52440071";"10.7";NA;"18.5244007110596";"6.35270643234253";NA;NA;NA;NA;NA
"United States";2015;"78.7";3,5;"18.22445679";"10.6";NA;"18.2244567871094";"5.48683166503906";NA;NA;NA;NA;NA
"United States";2016;"78.7";3,6;"18.45994568";"10.3";NA;"18.4599456787109";NA;NA;NA;NA;NA;NA
"United States";2017;"78.6";NA;NA;"10.3";NA;NA;NA;NA;NA;NA;NA;NA
"United States";2018;NA;NA;NA;"10.1";NA;NA;NA;NA;NA;NA;NA;NA
